Frame,Path,Extra,Label,Confidence,xmin,ymin,xmax,ymax
46,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1056,275,1157,432
47,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.27,1056,276,1157,432
48,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1057,275,1158,433
49,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.28,1057,275,1158,432
50,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1057,274,1158,431
51,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.26,1057,274,1158,430
52,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1057,273,1157,431
53,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.26,1057,271,1159,432
54,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.28,1057,270,1159,434
55,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.32,1057,275,1158,434
56,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1057,277,1157,431
57,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1057,276,1157,434
58,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.32,1058,277,1157,431
59,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1057,276,1157,434
60,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.43,1058,276,1157,433
61,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1057,274,1158,436
62,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1057,273,1158,436
63,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1058,274,1158,435
64,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1057,273,1158,435
65,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1057,273,1158,433
66,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1057,273,1158,433
67,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1057,275,1157,431
68,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.42,1057,275,1157,432
69,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1057,275,1157,432
70,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.41,1057,276,1157,432
71,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.42,1057,276,1157,432
72,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1056,276,1157,434
73,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,276,1157,432
74,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1057,275,1157,433
75,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.41,1057,274,1157,434
76,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1056,275,1156,434
77,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.41,1056,276,1156,433
78,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1056,275,1156,434
79,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1056,276,1156,434
80,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1056,275,1157,433
80,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,18,sheep,0.37,517,623,554,654
81,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1057,276,1157,434
82,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1057,277,1157,432
83,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,277,1157,432
84,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,276,1157,431
85,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1056,276,1157,431
86,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.46,1056,276,1157,432
87,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.49,1056,276,1157,431
88,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.43,1056,276,1156,431
89,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.47,1056,276,1156,430
90,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1056,276,1157,430
91,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1057,277,1157,427
92,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.43,1057,277,1156,428
93,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1057,277,1157,430
94,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,278,1157,429
95,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,277,1157,431
96,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.54,1057,278,1157,431
97,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.54,1057,277,1157,432
98,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.5,1057,277,1157,432
99,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.46,1057,277,1157,433
100,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.46,1057,276,1157,433
101,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.51,1057,276,1157,433
102,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.46,1057,276,1157,431
103,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,276,1157,431
104,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,276,1157,431
105,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1057,277,1157,429
106,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1056,276,1157,430
107,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1056,276,1157,431
108,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1057,276,1157,432
109,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1056,276,1157,433
110,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1056,276,1157,433
111,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1055,275,1158,434
112,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1056,276,1158,432
113,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1057,276,1158,430
114,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.32,1057,276,1157,430
115,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1057,277,1157,431
116,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1057,276,1158,432
117,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1057,276,1157,431
118,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.41,1058,276,1156,430
119,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1058,277,1157,430
120,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.41,1057,277,1157,431
121,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1057,277,1157,430
122,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1057,277,1157,431
123,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1056,276,1157,431
124,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,278,1157,429
125,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1057,278,1157,429
126,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1058,278,1157,428
127,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1057,278,1157,429
128,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1057,278,1158,431
129,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.45,1057,277,1157,431
130,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1056,276,1157,433
131,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1056,275,1157,432
132,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.33,1056,275,1157,433
133,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1057,276,1157,432
134,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1057,275,1157,433
135,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.39,1057,275,1158,433
136,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1057,276,1157,430
137,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1057,275,1157,432
138,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.32,1057,276,1157,432
139,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1057,276,1157,433
140,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1057,276,1158,433
141,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1057,276,1158,432
142,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.42,1056,276,1158,432
143,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1055,275,1158,432
144,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.35,1056,274,1158,435
145,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1056,274,1158,436
147,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1056,274,1158,436
148,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.32,1055,274,1157,436
149,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1056,274,1157,436
150,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.27,1055,275,1157,436
151,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.47,1056,277,1157,434
152,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.49,1057,278,1156,431
153,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1056,276,1157,432
154,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1056,276,1157,432
155,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1056,276,1158,433
157,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1055,273,1158,433
161,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.27,1052,275,1159,438
164,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.26,1053,275,1158,437
173,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.27,1052,274,1158,438
177,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.26,1052,274,1158,440
181,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1052,273,1158,440
183,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.33,1053,275,1158,438
184,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.28,1054,276,1158,438
185,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1054,275,1158,436
186,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1055,277,1157,433
187,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1055,275,1158,436
188,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.36,1054,274,1158,437
189,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.42,1055,276,1157,437
190,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1055,275,1157,437
191,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.32,1053,274,1157,440
192,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.44,1049,272,1156,437
193,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.41,1046,268,1156,439
194,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.33,1055,274,1157,435
195,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1056,276,1157,433
199,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.26,1053,274,1158,437
200,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.32,1048,272,1156,436
201,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1055,274,1158,434
202,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.26,1056,275,1157,432
209,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1055,274,1158,434
210,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.25,1054,273,1158,436
211,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.26,1056,274,1158,434
212,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1056,274,1158,434
213,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1056,275,1157,434
214,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.41,1055,276,1158,436
215,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1055,276,1157,434
216,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1057,276,1157,432
217,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.45,1058,262,1157,429
218,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.4,1013,266,1159,441
219,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.5,1055,273,1155,432
220,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.47,1055,277,1156,433
221,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.43,1054,277,1156,432
222,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.55,1056,277,1156,433
223,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.51,1057,277,1157,428
224,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.47,1057,277,1157,428
225,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.42,1057,275,1157,434
226,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1056,272,1159,436
227,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1056,273,1158,435
228,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.37,1056,273,1159,436
229,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.33,1056,273,1159,434
230,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1057,273,1159,434
231,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.3,1056,273,1159,432
232,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.27,1056,274,1158,433
233,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1056,273,1158,435
235,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.29,1056,271,1160,436
236,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.33,1056,273,1158,437
237,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.33,1056,274,1158,437
238,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.38,1057,275,1158,437
239,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.31,1056,275,1158,437
240,/Volumes/T7/Encl4_03152024/GoPro4/GoPro4_Encl4_03152024_1.MP4,9,traffic light,0.34,1057,275,1158,436
